epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,539.769,2.03627,2.7305,2.00678,0.27738,0.1,0.09288,0.03816,2.62052,3.04137,2.7423,0.000806528,0.000806528,0.000806528
24,563.261,2.03356,2.73406,2.00275,0.21128,0.125,0.08396,0.0255,2.64127,3.1762,2.6226,0.000778233,0.000778233,0.000778233
25,586.813,2.00014,2.70202,1.96132,0.83999,0.075,0.11703,0.03659,2.52654,2.95179,2.57273,0.000749939,0.000749939,0.000749939
26,610.867,1.97313,2.66515,1.95014,0.92426,0.05,0.07388,0.038,2.4118,2.97111,2.55088,0.000721645,0.000721645,0.000721645
27,633.948,1.96961,2.6607,1.96575,0.16134,0.1,0.07531,0.0309,2.53425,2.85182,2.53408,0.000693351,0.000693351,0.000693351
28,656.794,1.95504,2.67955,1.96828,0.50346,0.075,0.08315,0.02661,2.55246,2.98852,2.58542,0.000665057,0.000665057,0.000665057
29,680.279,1.92813,2.5839,1.90305,0.17801,0.1,0.08971,0.04468,2.44688,2.9892,2.51363,0.000636762,0.000636762,0.000636762
30,704.544,1.93871,2.63036,1.92253,0.14919,0.075,0.08292,0.0438,2.36862,2.95806,2.52575,0.000608468,0.000608468,0.000608468
31,729.707,1.91236,2.56517,1.91177,0.54612,0.1,0.11625,0.04444,2.26645,3.01387,2.51965,0.000580174,0.000580174,0.000580174
32,753.924,1.89959,2.61667,1.87919,0.15839,0.1,0.09829,0.04131,2.26474,3.00699,2.41558,0.00055188,0.00055188,0.00055188
33,777.892,1.8848,2.53422,1.88149,0.21856,0.125,0.11278,0.04501,2.25257,2.77042,2.39995,0.000523586,0.000523586,0.000523586
34,800.353,1.88687,2.59386,1.89541,0.14683,0.10336,0.09859,0.04457,2.23926,2.7583,2.4554,0.000495291,0.000495291,0.000495291
35,823.159,1.86462,2.50163,1.89816,0.10906,0.0828,0.07608,0.03929,2.41743,2.82015,2.53673,0.000466997,0.000466997,0.000466997
36,845.608,1.86897,2.46977,1.87812,0.21246,0.14843,0.1221,0.04778,2.28564,2.76184,2.36488,0.000438703,0.000438703,0.000438703
37,868.083,1.8456,2.50136,1.86784,0.09563,0.075,0.08402,0.03894,2.36743,2.80593,2.42467,0.000410409,0.000410409,0.000410409
38,891.265,1.84228,2.44939,1.87081,0.1612,0.125,0.11105,0.04638,2.34681,2.78367,2.51529,0.000382115,0.000382115,0.000382115
39,913.9,1.79684,2.41811,1.81802,0.22347,0.125,0.13952,0.05324,2.28444,2.66479,2.40743,0.00035382,0.00035382,0.00035382
40,940.102,1.85174,2.4375,1.86454,0.20662,0.125,0.12505,0.05066,2.25956,2.67178,2.35929,0.000325526,0.000325526,0.000325526
41,967.178,1.9387,2.5613,1.94624,0.16636,0.125,0.11856,0.05101,2.3171,2.71083,2.3133,0.000297232,0.000297232,0.000297232
42,993.128,1.86018,2.438,1.91865,0.16524,0.1,0.13213,0.05585,2.19606,2.72136,2.28276,0.000268938,0.000268938,0.000268938
43,1018.55,1.87257,2.45219,1.90049,0.19319,0.15,0.14762,0.06147,2.41195,2.66721,2.40851,0.000240644,0.000240644,0.000240644
44,1044.39,1.81828,2.32744,1.87978,0.15372,0.175,0.11986,0.0496,2.20992,2.66296,2.39134,0.000212349,0.000212349,0.000212349
45,1069.6,1.80361,2.34417,1.85355,0.27231,0.225,0.19559,0.07886,2.28165,2.53786,2.36116,0.000184055,0.000184055,0.000184055
46,1095.54,1.80664,2.33704,1.86207,0.28022,0.19481,0.185,0.07455,2.24764,2.6611,2.38391,0.000155761,0.000155761,0.000155761
47,1121.06,1.77597,2.25674,1.83066,0.27859,0.22213,0.17331,0.07864,2.27616,2.54635,2.29075,0.000127467,0.000127467,0.000127467
48,1146.81,1.81661,2.30333,1.84433,0.37487,0.325,0.22988,0.09963,2.19718,2.46193,2.28601,9.91726e-05,9.91726e-05,9.91726e-05
49,1172.35,1.76392,2.27064,1.83531,0.35407,0.325,0.25709,0.1097,2.14519,2.45798,2.27737,7.08784e-05,7.08784e-05,7.08784e-05
50,1197.89,1.7715,2.27153,1.82525,0.33056,0.3,0.22729,0.10243,2.16624,2.4866,2.26109,4.25842e-05,4.25842e-05,4.25842e-05
