epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,348.223,2.08135,2.7761,2.02435,0.08866,0.1,0.04347,0.01969,2.6925,3.07774,2.60379,0.00089141,0.00089141,0.00089141
21,365.57,2.05987,2.79794,2.02549,0.15229,0.075,0.08508,0.02047,2.6829,3.07296,2.67558,0.000863116,0.000863116,0.000863116
22,383.035,1.99385,2.67859,1.96026,0.65325,0.05,0.07417,0.02109,2.62208,3.05941,2.57344,0.000834822,0.000834822,0.000834822
23,400.235,2.01795,2.71273,1.98881,0.10886,0.1,0.08376,0.02175,2.61704,3.15282,2.67854,0.000806528,0.000806528,0.000806528
24,416.655,1.99243,2.70998,1.98168,0.82002,0.05,0.07049,0.03159,2.46356,3.12201,2.5402,0.000778233,0.000778233,0.000778233
25,434.121,1.96401,2.66384,1.95659,0.7041,0.075,0.09156,0.03181,2.59997,3.11368,2.51276,0.000749939,0.000749939,0.000749939
26,450.524,1.9646,2.63115,1.93383,0.16634,0.1,0.07263,0.03187,2.42191,2.87027,2.44126,0.000721645,0.000721645,0.000721645
27,467.125,1.96163,2.64026,1.94329,0.22688,0.125,0.12735,0.05674,2.36453,2.79745,2.46402,0.000693351,0.000693351,0.000693351
28,484.226,1.94286,2.6285,1.93518,0.16493,0.1,0.08523,0.03665,2.41821,2.90097,2.51258,0.000665057,0.000665057,0.000665057
29,500.441,1.91633,2.55352,1.89887,0.21115,0.2,0.09936,0.04416,2.39135,2.82529,2.38065,0.000636762,0.000636762,0.000636762
30,517.262,1.91967,2.59886,1.9113,0.16792,0.05,0.06623,0.02541,2.50802,2.97479,2.51399,0.000608468,0.000608468,0.000608468
31,533.858,1.9141,2.54946,1.89484,0.33844,0.125,0.11569,0.05007,2.49314,2.91824,2.45883,0.000580174,0.000580174,0.000580174
32,550.532,1.89198,2.54405,1.86276,0.07802,0.0573,0.08436,0.0389,2.37354,2.96296,2.46196,0.00055188,0.00055188,0.00055188
33,567.962,1.85935,2.48297,1.86566,0.08863,0.075,0.08632,0.04469,2.36797,2.87299,2.44279,0.000523586,0.000523586,0.000523586
34,584.819,1.87281,2.54343,1.89076,0.11712,0.125,0.07663,0.03904,2.35753,2.96937,2.38771,0.000495291,0.000495291,0.000495291
35,601.466,1.84594,2.48425,1.88375,0.07922,0.075,0.06477,0.03498,2.44142,2.81597,2.48397,0.000466997,0.000466997,0.000466997
36,619.09,1.85673,2.43518,1.89381,0.16375,0.05,0.06754,0.03666,2.48241,2.9222,2.5316,0.000438703,0.000438703,0.000438703
37,636.125,1.85765,2.4981,1.875,0.16367,0.13718,0.10799,0.04784,2.36981,2.68318,2.40082,0.000410409,0.000410409,0.000410409
38,653.913,1.83813,2.41479,1.87176,0.17312,0.225,0.1287,0.05365,2.32043,2.92517,2.4387,0.000382115,0.000382115,0.000382115
39,671.629,1.77078,2.38325,1.80837,0.10813,0.125,0.10304,0.05025,2.40826,2.81852,2.43359,0.00035382,0.00035382,0.00035382
40,689.13,1.83251,2.40819,1.85623,0.15956,0.09969,0.1245,0.05025,2.2841,2.78602,2.37696,0.000325526,0.000325526,0.000325526
41,706.941,1.90659,2.5659,1.93687,0.15049,0.075,0.12626,0.05431,2.38164,2.79068,2.38187,0.000297232,0.000297232,0.000297232
42,723.809,1.8228,2.42742,1.89934,0.11755,0.05,0.13349,0.05782,2.25424,2.69871,2.36204,0.000268938,0.000268938,0.000268938
43,741.263,1.83532,2.40684,1.8858,0.17447,0.13757,0.11184,0.04654,2.29961,2.75771,2.31826,0.000240644,0.000240644,0.000240644
44,757.437,1.82678,2.3099,1.88945,0.22056,0.225,0.14249,0.06224,2.28737,2.69003,2.32667,0.000212349,0.000212349,0.000212349
45,774.527,1.80166,2.29471,1.85063,0.25635,0.19827,0.17286,0.07297,2.326,2.69239,2.2955,0.000184055,0.000184055,0.000184055
46,792.012,1.80481,2.30426,1.83618,0.23927,0.225,0.16488,0.06,2.34087,2.79631,2.30161,0.000155761,0.000155761,0.000155761
47,808.321,1.74895,2.22126,1.82997,0.28082,0.24417,0.19509,0.08266,2.15292,2.62724,2.23213,0.000127467,0.000127467,0.000127467
48,825.629,1.75995,2.26309,1.82779,0.33154,0.2,0.19318,0.08271,2.22778,2.70714,2.27601,9.91726e-05,9.91726e-05,9.91726e-05
49,842.826,1.73959,2.23311,1.81391,0.26031,0.225,0.18162,0.07926,2.24666,2.7017,2.3103,7.08784e-05,7.08784e-05,7.08784e-05
50,859.176,1.7087,2.18971,1.78316,0.24062,0.225,0.18611,0.07143,2.23214,2.64278,2.28011,4.25842e-05,4.25842e-05,4.25842e-05
