epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,412.434,2.0286,2.74087,2.00716,0.10062,0.1,0.06906,0.02539,2.60204,3.10701,2.55061,0.000863116,0.000863116,0.000863116
22,430.894,1.96846,2.68091,1.95616,0.08771,0.07942,0.07276,0.02983,2.62278,2.94304,2.60674,0.000834822,0.000834822,0.000834822
23,449.492,2.00417,2.6988,1.96835,0.15002,0.075,0.08256,0.03623,2.57591,2.94817,2.69048,0.000806528,0.000806528,0.000806528
24,468.008,1.97732,2.71592,1.96115,0.21804,0.1,0.08506,0.0362,2.51446,3.05302,2.62712,0.000778233,0.000778233,0.000778233
25,486.485,1.95723,2.64955,1.94449,0.47719,0.05,0.07663,0.02335,2.5246,2.94215,2.60944,0.000749939,0.000749939,0.000749939
26,505.026,1.96549,2.6135,1.92759,0.19554,0.125,0.09678,0.04708,2.60322,2.88728,2.59291,0.000721645,0.000721645,0.000721645
27,523.135,1.95906,2.607,1.94781,0.20313,0.075,0.08815,0.04427,2.3266,2.81248,2.44782,0.000693351,0.000693351,0.000693351
28,541.042,1.93281,2.61446,1.92067,0.22346,0.075,0.07075,0.02878,2.44162,2.91255,2.39731,0.000665057,0.000665057,0.000665057
29,559.35,1.91126,2.53246,1.87883,0.50744,0.1,0.14216,0.05029,2.50777,2.72756,2.49645,0.000636762,0.000636762,0.000636762
30,577.957,1.91902,2.58026,1.89632,0.17852,0.1,0.08795,0.04436,2.3721,2.90524,2.43348,0.000608468,0.000608468,0.000608468
31,596.279,1.90759,2.50564,1.88864,0.16667,0.125,0.10135,0.03856,2.36961,2.9142,2.45357,0.000580174,0.000580174,0.000580174
32,614.724,1.88867,2.54233,1.85137,0.23917,0.08688,0.0778,0.03318,2.41028,2.87358,2.54564,0.00055188,0.00055188,0.00055188
33,632.729,1.86031,2.47648,1.86728,0.15273,0.125,0.08349,0.03309,2.32074,2.85605,2.5043,0.000523586,0.000523586,0.000523586
34,650.82,1.86164,2.52298,1.88195,0.18188,0.15,0.10498,0.04872,2.3021,2.80098,2.44728,0.000495291,0.000495291,0.000495291
35,669.196,1.81492,2.43742,1.85734,0.14536,0.07661,0.10417,0.04663,2.3479,2.83226,2.52032,0.000466997,0.000466997,0.000466997
36,687.378,1.85436,2.40962,1.87612,0.12565,0.1,0.08236,0.04144,2.30222,2.80246,2.38559,0.000438703,0.000438703,0.000438703
37,706.091,1.83959,2.4721,1.85735,0.21642,0.1,0.11277,0.04357,2.32833,2.82963,2.40862,0.000410409,0.000410409,0.000410409
38,724.666,1.80333,2.38958,1.84217,0.27746,0.125,0.1144,0.05189,2.30387,2.75664,2.44818,0.000382115,0.000382115,0.000382115
39,742.969,1.76847,2.35721,1.79064,0.19323,0.075,0.13146,0.05243,2.38423,2.7637,2.40578,0.00035382,0.00035382,0.00035382
40,761.4,1.83737,2.37374,1.84394,0.10947,0.05,0.08924,0.04395,2.24877,2.86693,2.38815,0.000325526,0.000325526,0.000325526
41,780.874,1.89527,2.49115,1.91418,0.23274,0.2,0.16944,0.07349,2.24795,2.6867,2.35743,0.000297232,0.000297232,0.000297232
42,797.698,1.8121,2.36131,1.88062,0.14089,0.125,0.13907,0.06405,2.24948,2.78174,2.42598,0.000268938,0.000268938,0.000268938
43,815.959,1.83506,2.35597,1.86382,0.30591,0.15,0.15089,0.07298,2.21399,2.66037,2.27602,0.000240644,0.000240644,0.000240644
44,834.197,1.78986,2.25119,1.83871,0.30019,0.225,0.22187,0.08175,2.17643,2.62777,2.27329,0.000212349,0.000212349,0.000212349
45,852.423,1.78679,2.27832,1.82769,0.19465,0.2,0.18083,0.08039,2.16496,2.57949,2.26972,0.000184055,0.000184055,0.000184055
46,870.486,1.77101,2.24471,1.82886,0.24888,0.15,0.17687,0.08833,2.1548,2.63329,2.26916,0.000155761,0.000155761,0.000155761
47,888.514,1.74245,2.20477,1.8062,0.32411,0.26393,0.21146,0.10427,2.11776,2.52032,2.24744,0.000127467,0.000127467,0.000127467
48,906.379,1.773,2.20643,1.80755,0.23603,0.2,0.21043,0.09063,2.16411,2.53297,2.27048,9.91726e-05,9.91726e-05,9.91726e-05
49,924.253,1.72545,2.19493,1.78111,0.21096,0.2,0.18771,0.09121,2.10293,2.55441,2.22943,7.08784e-05,7.08784e-05,7.08784e-05
50,942.376,1.73974,2.1669,1.78851,0.24339,0.225,0.20836,0.10012,2.11136,2.50431,2.2358,4.25842e-05,4.25842e-05,4.25842e-05
