epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,414.961,1.82745,1.99712,1.66708,0.56244,0.5,0.48439,0.23634,1.56275,1.75492,1.51108,0.00100459,0.00100459,0.00100459
17,438.996,1.79807,1.98963,1.61951,0.54492,0.42184,0.49799,0.23503,1.6522,1.68285,1.525,0.000976293,0.000976293,0.000976293
18,461.938,1.78415,1.97708,1.61863,0.38349,0.43182,0.31337,0.16284,1.6948,2.25944,1.5734,0.000947999,0.000947999,0.000947999
19,484.882,1.76871,1.94727,1.61871,0.36886,0.45455,0.37529,0.20116,1.55878,1.8476,1.51375,0.000919704,0.000919704,0.000919704
20,507.324,1.76748,1.95021,1.609,0.58163,0.5,0.54382,0.27275,1.58962,1.72581,1.50951,0.00089141,0.00089141,0.00089141
21,529.941,1.74289,1.92003,1.61571,0.5771,0.47727,0.54421,0.24542,1.62401,1.71692,1.52465,0.000863116,0.000863116,0.000863116
22,552.926,1.72471,1.88766,1.59734,0.42944,0.59091,0.44957,0.21932,1.63035,1.92104,1.50193,0.000834822,0.000834822,0.000834822
23,576.933,1.75167,1.90987,1.60981,0.49998,0.60224,0.52354,0.26641,1.60025,1.69524,1.51161,0.000806528,0.000806528,0.000806528
24,599.752,1.69963,1.90604,1.57756,0.61577,0.5828,0.60675,0.29473,1.59844,1.65881,1.49917,0.000778233,0.000778233,0.000778233
25,622.852,1.73172,1.86911,1.59971,0.51761,0.5,0.50766,0.23198,1.59626,1.85936,1.49694,0.000749939,0.000749939,0.000749939
26,645.912,1.69413,1.88952,1.57963,0.40806,0.5,0.45313,0.2314,1.6548,1.72099,1.47799,0.000721645,0.000721645,0.000721645
27,668.83,1.69442,1.87975,1.55931,0.45651,0.46772,0.41069,0.23377,1.58007,1.75114,1.46749,0.000693351,0.000693351,0.000693351
28,691.718,1.65833,1.83597,1.53739,0.55844,0.56818,0.51038,0.27011,1.56778,1.59506,1.51303,0.000665057,0.000665057,0.000665057
29,714.055,1.6805,1.83181,1.55798,0.56251,0.54545,0.5553,0.29488,1.53702,1.5858,1.47587,0.000636762,0.000636762,0.000636762
30,736.911,1.63936,1.801,1.53799,0.58421,0.61364,0.63009,0.29579,1.56208,1.52755,1.53541,0.000608468,0.000608468,0.000608468
31,759.329,1.68196,1.84581,1.5603,0.57026,0.59091,0.52335,0.2628,1.55485,1.65695,1.45057,0.000580174,0.000580174,0.000580174
32,782.734,1.67546,1.80285,1.54522,0.61352,0.50514,0.53384,0.27844,1.5549,1.65546,1.43649,0.00055188,0.00055188,0.00055188
33,805.75,1.64345,1.77954,1.52576,0.65339,0.62126,0.64105,0.3258,1.5128,1.46806,1.38304,0.000523586,0.000523586,0.000523586
34,828.836,1.65137,1.79141,1.52762,0.69439,0.59091,0.66544,0.3565,1.49648,1.38682,1.43516,0.000495291,0.000495291,0.000495291
35,851.04,1.62418,1.75511,1.53003,0.5868,0.61325,0.61933,0.32382,1.54046,1.54296,1.46886,0.000466997,0.000466997,0.000466997
36,873.684,1.63451,1.76831,1.53527,0.58448,0.6234,0.59929,0.33873,1.50109,1.50851,1.42907,0.000438703,0.000438703,0.000438703
37,896.558,1.6294,1.76068,1.51575,0.57674,0.54545,0.51949,0.27955,1.56522,1.63458,1.46866,0.000410409,0.000410409,0.000410409
38,919.445,1.58102,1.73995,1.50025,0.59379,0.63636,0.60728,0.32205,1.55882,1.47283,1.47449,0.000382115,0.000382115,0.000382115
39,944.336,1.58898,1.72611,1.49534,0.57272,0.6245,0.55574,0.29829,1.52382,1.61429,1.48636,0.00035382,0.00035382,0.00035382
40,968.966,1.60356,1.73756,1.51647,0.57869,0.73363,0.67779,0.33667,1.48771,1.3917,1.4379,0.000325526,0.000325526,0.000325526
41,994.89,1.66124,1.74721,1.53107,0.61002,0.54545,0.60593,0.32703,1.47021,1.53939,1.39809,0.000297232,0.000297232,0.000297232
42,1018.81,1.64075,1.71772,1.52748,0.64282,0.69318,0.67995,0.34613,1.49133,1.42751,1.44106,0.000268938,0.000268938,0.000268938
43,1043.28,1.63165,1.67868,1.52315,0.64061,0.6482,0.64669,0.32815,1.45129,1.4014,1.43521,0.000240644,0.000240644,0.000240644
44,1067.92,1.6194,1.67647,1.51468,0.70475,0.625,0.67777,0.32607,1.4761,1.40734,1.44119,0.000212349,0.000212349,0.000212349
45,1092.74,1.5969,1.65186,1.50729,0.64852,0.62904,0.65462,0.33464,1.45567,1.47506,1.40815,0.000184055,0.000184055,0.000184055
46,1116.63,1.60679,1.6435,1.51565,0.6459,0.63636,0.66651,0.33716,1.42506,1.41597,1.39968,0.000155761,0.000155761,0.000155761
47,1141.42,1.58836,1.62381,1.49399,0.6776,0.62101,0.68059,0.34629,1.44771,1.31723,1.41579,0.000127467,0.000127467,0.000127467
48,1164.63,1.59078,1.60928,1.49205,0.68602,0.64555,0.69685,0.35072,1.45851,1.35061,1.43217,9.91726e-05,9.91726e-05,9.91726e-05
49,1183.79,1.57059,1.59291,1.49023,0.71664,0.63636,0.66675,0.34562,1.48275,1.33711,1.44959,7.08784e-05,7.08784e-05,7.08784e-05
50,1206.73,1.57584,1.59662,1.4922,0.70328,0.61952,0.67637,0.35813,1.47181,1.3288,1.44953,4.25842e-05,4.25842e-05,4.25842e-05
