epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,390.017,1.97264,2.75046,1.70806,0.9287,0.28571,0.32709,0.13251,1.6605,3.01203,1.44378,0.00100459,0.00100459,0.00100459
17,414.467,2.03504,2.72039,1.71204,0.19061,0.30414,0.15941,0.05769,1.81573,2.606,1.46315,0.000976293,0.000976293,0.000976293
18,438.354,1.9839,2.63445,1.67798,0.93931,0.28571,0.3721,0.12677,1.66894,3.82302,1.34862,0.000947999,0.000947999,0.000947999
19,462.053,1.98918,2.67601,1.6782,0.94418,0.28571,0.3481,0.15086,1.53111,2.67941,1.17797,0.000919704,0.000919704,0.000919704
20,485.447,2.02151,2.51569,1.70873,0.5026,0.42857,0.44381,0.20601,1.65753,3.47874,1.35032,0.00089141,0.00089141,0.00089141
21,508.441,1.99903,2.6257,1.67548,0.7357,0.42857,0.4901,0.1942,1.7307,3.16238,1.41304,0.000863116,0.000863116,0.000863116
22,531.953,1.97508,2.50773,1.66309,1,0.42013,0.52368,0.24183,1.54752,2.58378,1.27277,0.000834822,0.000834822,0.000834822
23,554.581,1.99535,2.53844,1.68283,0.74714,0.42857,0.49233,0.16394,1.85572,3.72512,1.42689,0.000806528,0.000806528,0.000806528
24,577.571,1.84579,2.49475,1.60583,0.49976,0.42857,0.48331,0.18313,1.69506,2.54366,1.43743,0.000778233,0.000778233,0.000778233
25,600.845,1.9085,2.44613,1.6731,0.73335,0.42857,0.39299,0.16923,1.65636,4.34423,1.34093,0.000749939,0.000749939,0.000749939
26,624.436,1.86059,2.36891,1.6158,0.35017,0.57143,0.43309,0.22221,1.45589,2.58293,1.18936,0.000721645,0.000721645,0.000721645
27,648.08,1.86191,2.40069,1.58965,0.63086,0.28571,0.34805,0.10658,1.76384,2.46222,1.35259,0.000693351,0.000693351,0.000693351
28,671.618,1.89701,2.35324,1.61823,0.95318,0.28571,0.35997,0.17956,1.81705,2.54216,1.48243,0.000665057,0.000665057,0.000665057
29,695.334,1.88861,2.28995,1.64671,0.64639,0.57143,0.60833,0.28407,1.45592,1.67351,1.18187,0.000636762,0.000636762,0.000636762
30,718.75,1.8155,2.22544,1.59404,0.93135,0.42857,0.56329,0.21111,1.7201,2.26974,1.50977,0.000608468,0.000608468,0.000608468
31,741.841,1.86544,2.24571,1.62148,0.43511,0.44165,0.51184,0.23802,1.65596,1.79741,1.40288,0.000580174,0.000580174,0.000580174
32,764.654,1.73109,2.21509,1.52076,0.9053,0.42857,0.61455,0.28304,1.42066,2.32419,1.25949,0.00055188,0.00055188,0.00055188
33,787.417,1.81639,2.21846,1.56484,0.82723,0.68813,0.69,0.33314,1.43087,1.82568,1.18432,0.000523586,0.000523586,0.000523586
34,810.177,1.66251,2.12232,1.46359,0.59673,0.57143,0.62763,0.29074,1.57953,3.12814,1.25373,0.000495291,0.000495291,0.000495291
35,833.24,1.76222,2.13193,1.53887,0.61575,0.71429,0.63605,0.33249,1.43346,2.36881,1.1547,0.000466997,0.000466997,0.000466997
36,856.421,1.77465,2.14747,1.54587,0.73859,0.42857,0.5971,0.27035,1.59954,1.75276,1.25961,0.000438703,0.000438703,0.000438703
37,879.743,1.65837,2.09931,1.46583,0.60454,0.71429,0.58782,0.26912,1.64371,1.62872,1.2352,0.000410409,0.000410409,0.000410409
38,902.573,1.73629,2.09031,1.51776,0.79118,0.54621,0.59893,0.26819,1.68142,1.70975,1.42127,0.000382115,0.000382115,0.000382115
39,925.353,1.66252,2.00659,1.49223,0.97571,0.57143,0.61211,0.28868,1.65451,1.85606,1.39399,0.00035382,0.00035382,0.00035382
40,949.016,1.61348,2.08181,1.44975,0.97805,0.57143,0.61017,0.31378,1.70385,1.95469,1.42467,0.000325526,0.000325526,0.000325526
41,972.935,1.43411,1.8745,1.29771,1,0.68354,0.7722,0.36654,1.69629,1.42673,1.50331,0.000297232,0.000297232,0.000297232
42,995.243,1.49461,1.75155,1.31412,0.62761,0.71429,0.71579,0.33521,1.83618,1.58264,1.53462,0.000268938,0.000268938,0.000268938
43,1017.57,1.4967,1.70845,1.32486,1,0.71041,0.79356,0.39332,1.56904,1.33962,1.28304,0.000240644,0.000240644,0.000240644
44,1039.96,1.4924,1.67171,1.33221,1,0.69533,0.79709,0.4327,1.35021,1.30432,1.16064,0.000212349,0.000212349,0.000212349
45,1062.44,1.49617,1.59438,1.34073,0.97071,0.57143,0.77117,0.37725,1.53518,1.56665,1.27225,0.000184055,0.000184055,0.000184055
46,1084.65,1.41727,1.57371,1.27769,0.97974,0.57143,0.74401,0.38429,1.60177,1.44305,1.34384,0.000155761,0.000155761,0.000155761
47,1106.65,1.42142,1.56067,1.27549,0.96442,0.57143,0.74918,0.38804,1.59829,1.63428,1.32695,0.000127467,0.000127467,0.000127467
48,1128.64,1.36608,1.52257,1.2613,0.97649,0.57143,0.71629,0.3878,1.43131,1.31349,1.17576,9.91726e-05,9.91726e-05,9.91726e-05
49,1150.71,1.43937,1.54438,1.30417,0.82791,0.69104,0.77058,0.38562,1.44273,1.37103,1.19478,7.08784e-05,7.08784e-05,7.08784e-05
50,1172.75,1.38995,1.51968,1.2684,0.96009,0.57143,0.74944,0.38449,1.4511,1.42932,1.22291,4.25842e-05,4.25842e-05,4.25842e-05
